PeriodEnd,PeriodStart,Period,AirTemp,Ghi,WindSpeed10m
2020-09-30T00:20:00Z,2020-09-30T00:10:00Z,PT10M,10.8,0,0.6
2020-09-30T00:30:00Z,2020-09-30T00:20:00Z,PT10M,10.8,0,0.5
2020-09-30T00:40:00Z,2020-09-30T00:30:00Z,PT10M,10.8,0,0.5
2020-09-30T00:50:00Z,2020-09-30T00:40:00Z,PT10M,10.8,0,0.5
2020-09-30T01:00:00Z,2020-09-30T00:50:00Z,PT10M,10.8,0,0.5
2020-09-30T01:10:00Z,2020-09-30T01:00:00Z,PT10M,10.8,0,0.5
2020-09-30T01:20:00Z,2020-09-30T01:10:00Z,PT10M,10.8,0,0.4
2020-09-30T01:30:00Z,2020-09-30T01:20:00Z,PT10M,10.9,0,0.4
2020-09-30T01:40:00Z,2020-09-30T01:30:00Z,PT10M,10.9,0,0.4
2020-09-30T01:50:00Z,2020-09-30T01:40:00Z,PT10M,10.9,0,0.4
2020-09-30T02:00:00Z,2020-09-30T01:50:00Z,PT10M,10.9,0,0.4
2020-09-30T02:10:00Z,2020-09-30T02:00:00Z,PT10M,10.9,0,0.4
2020-09-30T02:20:00Z,2020-09-30T02:10:00Z,PT10M,10.9,0,0.4
2020-09-30T02:30:00Z,2020-09-30T02:20:00Z,PT10M,10.9,0,0.5
2020-09-30T02:40:00Z,2020-09-30T02:30:00Z,PT10M,10.9,0,0.5
2020-09-30T02:50:00Z,2020-09-30T02:40:00Z,PT10M,11.0,0,0.6
2020-09-30T03:00:00Z,2020-09-30T02:50:00Z,PT10M,11.0,0,0.6
2020-09-30T03:10:00Z,2020-09-30T03:00:00Z,PT10M,11.0,0,0.7
2020-09-30T03:20:00Z,2020-09-30T03:10:00Z,PT10M,11.0,0,0.7
2020-09-30T03:30:00Z,2020-09-30T03:20:00Z,PT10M,11.0,0,0.7
2020-09-30T03:40:00Z,2020-09-30T03:30:00Z,PT10M,11.0,0,0.8
2020-09-30T03:50:00Z,2020-09-30T03:40:00Z,PT10M,11.0,0,0.8
2020-09-30T04:00:00Z,2020-09-30T03:50:00Z,PT10M,11.0,0,0.8
2020-09-30T04:10:00Z,2020-09-30T04:00:00Z,PT10M,10.9,0,0.9
2020-09-30T04:20:00Z,2020-09-30T04:10:00Z,PT10M,10.9,0,0.9
2020-09-30T04:30:00Z,2020-09-30T04:20:00Z,PT10M,10.8,0,0.9
2020-09-30T04:40:00Z,2020-09-30T04:30:00Z,PT10M,10.7,0,0.9
2020-09-30T04:50:00Z,2020-09-30T04:40:00Z,PT10M,10.7,0,0.9
2020-09-30T05:00:00Z,2020-09-30T04:50:00Z,PT10M,10.6,0,0.9
2020-09-30T05:10:00Z,2020-09-30T05:00:00Z,PT10M,10.6,0,0.9
2020-09-30T05:20:00Z,2020-09-30T05:10:00Z,PT10M,10.7,0,0.9
2020-09-30T05:30:00Z,2020-09-30T05:20:00Z,PT10M,10.8,1,0.9
2020-09-30T05:40:00Z,2020-09-30T05:30:00Z,PT10M,10.9,2,0.9
2020-09-30T05:50:00Z,2020-09-30T05:40:00Z,PT10M,11.0,7,0.9
2020-09-30T06:00:00Z,2020-09-30T05:50:00Z,PT10M,11.1,11,0.9
2020-09-30T06:10:00Z,2020-09-30T06:00:00Z,PT10M,11.1,16,0.9
2020-09-30T06:20:00Z,2020-09-30T06:10:00Z,PT10M,11.2,22,1.0
2020-09-30T06:30:00Z,2020-09-30T06:20:00Z,PT10M,11.2,30,1.0
2020-09-30T06:40:00Z,2020-09-30T06:30:00Z,PT10M,11.3,36,1.1
2020-09-30T06:50:00Z,2020-09-30T06:40:00Z,PT10M,11.3,37,1.2
2020-09-30T07:00:00Z,2020-09-30T06:50:00Z,PT10M,11.4,41,1.3
2020-09-30T07:10:00Z,2020-09-30T07:00:00Z,PT10M,11.4,46,1.3
2020-09-30T07:20:00Z,2020-09-30T07:10:00Z,PT10M,11.4,50,1.3
2020-09-30T07:30:00Z,2020-09-30T07:20:00Z,PT10M,11.4,51,1.3
2020-09-30T07:40:00Z,2020-09-30T07:30:00Z,PT10M,11.4,51,1.4
2020-09-30T07:50:00Z,2020-09-30T07:40:00Z,PT10M,11.4,51,1.4
2020-09-30T08:00:00Z,2020-09-30T07:50:00Z,PT10M,11.4,55,1.4
2020-09-30T08:10:00Z,2020-09-30T08:00:00Z,PT10M,11.5,68,1.4
2020-09-30T08:20:00Z,2020-09-30T08:10:00Z,PT10M,11.5,93,1.4
2020-09-30T08:30:00Z,2020-09-30T08:20:00Z,PT10M,11.5,104,1.4
2020-09-30T08:40:00Z,2020-09-30T08:30:00Z,PT10M,11.5,104,1.3
2020-09-30T08:50:00Z,2020-09-30T08:40:00Z,PT10M,11.5,92,1.3
2020-09-30T09:00:00Z,2020-09-30T08:50:00Z,PT10M,11.5,77,1.3
2020-09-30T09:10:00Z,2020-09-30T09:00:00Z,PT10M,11.5,68,1.3
2020-09-30T09:20:00Z,2020-09-30T09:10:00Z,PT10M,11.5,70,1.3
2020-09-30T09:30:00Z,2020-09-30T09:20:00Z,PT10M,11.5,75,1.3
2020-09-30T09:40:00Z,2020-09-30T09:30:00Z,PT10M,11.5,79,1.3
2020-09-30T09:50:00Z,2020-09-30T09:40:00Z,PT10M,11.6,80,1.3
2020-09-30T10:00:00Z,2020-09-30T09:50:00Z,PT10M,11.6,87,1.3
2020-09-30T10:10:00Z,2020-09-30T10:00:00Z,PT10M,11.6,94,1.3
2020-09-30T10:20:00Z,2020-09-30T10:10:00Z,PT10M,11.7,95,1.3
2020-09-30T10:30:00Z,2020-09-30T10:20:00Z,PT10M,11.9,75,1.4
2020-09-30T10:40:00Z,2020-09-30T10:30:00Z,PT10M,12.0,53,1.4
2020-09-30T10:50:00Z,2020-09-30T10:40:00Z,PT10M,12.1,40,1.5
2020-09-30T11:00:00Z,2020-09-30T10:50:00Z,PT10M,12.2,30,1.5
2020-09-30T11:10:00Z,2020-09-30T11:00:00Z,PT10M,12.4,26,1.6
2020-09-30T11:20:00Z,2020-09-30T11:10:00Z,PT10M,12.5,31,1.7
2020-09-30T11:30:00Z,2020-09-30T11:20:00Z,PT10M,12.7,38,1.8
2020-09-30T11:40:00Z,2020-09-30T11:30:00Z,PT10M,12.9,38,1.9
2020-09-30T11:50:00Z,2020-09-30T11:40:00Z,PT10M,13.1,26,2.0
2020-09-30T12:00:00Z,2020-09-30T11:50:00Z,PT10M,13.3,19,2.0
2020-09-30T12:10:00Z,2020-09-30T12:00:00Z,PT10M,13.4,23,2.1
2020-09-30T12:20:00Z,2020-09-30T12:10:00Z,PT10M,13.4,44,2.1
2020-09-30T12:30:00Z,2020-09-30T12:20:00Z,PT10M,13.5,85,2.2
2020-09-30T12:40:00Z,2020-09-30T12:30:00Z,PT10M,13.5,122,2.2
2020-09-30T12:50:00Z,2020-09-30T12:40:00Z,PT10M,13.5,141,2.2
2020-09-30T13:00:00Z,2020-09-30T12:50:00Z,PT10M,13.6,141,2.3
2020-09-30T13:10:00Z,2020-09-30T13:00:00Z,PT10M,13.6,120,2.3
2020-09-30T13:20:00Z,2020-09-30T13:10:00Z,PT10M,13.6,79,2.3
2020-09-30T13:30:00Z,2020-09-30T13:20:00Z,PT10M,13.5,76,2.3
2020-09-30T13:40:00Z,2020-09-30T13:30:00Z,PT10M,13.5,83,2.3
2020-09-30T13:50:00Z,2020-09-30T13:40:00Z,PT10M,13.5,88,2.3
2020-09-30T14:00:00Z,2020-09-30T13:50:00Z,PT10M,13.5,84,2.3
2020-09-30T14:10:00Z,2020-09-30T14:00:00Z,PT10M,13.4,80,2.3
2020-09-30T14:20:00Z,2020-09-30T14:10:00Z,PT10M,13.4,80,2.3
2020-09-30T14:30:00Z,2020-09-30T14:20:00Z,PT10M,13.4,63,2.3
2020-09-30T14:40:00Z,2020-09-30T14:30:00Z,PT10M,13.3,48,2.2
2020-09-30T14:50:00Z,2020-09-30T14:40:00Z,PT10M,13.3,44,2.2
2020-09-30T15:00:00Z,2020-09-30T14:50:00Z,PT10M,13.3,41,2.2
2020-09-30T15:10:00Z,2020-09-30T15:00:00Z,PT10M,13.2,40,2.1
2020-09-30T15:20:00Z,2020-09-30T15:10:00Z,PT10M,13.1,45,2.0
2020-09-30T15:30:00Z,2020-09-30T15:20:00Z,PT10M,13.1,42,2.0
2020-09-30T15:40:00Z,2020-09-30T15:30:00Z,PT10M,13.0,38,1.9
2020-09-30T15:50:00Z,2020-09-30T15:40:00Z,PT10M,12.9,35,1.8
2020-09-30T16:00:00Z,2020-09-30T15:50:00Z,PT10M,12.8,32,1.8
2020-09-30T16:10:00Z,2020-09-30T16:00:00Z,PT10M,12.7,28,1.7
2020-09-30T16:20:00Z,2020-09-30T16:10:00Z,PT10M,12.6,22,1.7
2020-09-30T16:30:00Z,2020-09-30T16:20:00Z,PT10M,12.5,14,1.7
2020-09-30T16:40:00Z,2020-09-30T16:30:00Z,PT10M,12.4,7,1.7
2020-09-30T16:50:00Z,2020-09-30T16:40:00Z,PT10M,12.4,3,1.6
2020-09-30T17:00:00Z,2020-09-30T16:50:00Z,PT10M,12.3,1,1.6
2020-09-30T17:10:00Z,2020-09-30T17:00:00Z,PT10M,12.2,0,1.6
2020-09-30T17:20:00Z,2020-09-30T17:10:00Z,PT10M,12.1,0,1.6
2020-09-30T17:30:00Z,2020-09-30T17:20:00Z,PT10M,12.1,0,1.6
2020-09-30T17:40:00Z,2020-09-30T17:30:00Z,PT10M,12.0,0,1.6
2020-09-30T17:50:00Z,2020-09-30T17:40:00Z,PT10M,12.0,0,1.6
2020-09-30T18:00:00Z,2020-09-30T17:50:00Z,PT10M,11.9,0,1.6
2020-09-30T18:10:00Z,2020-09-30T18:00:00Z,PT10M,11.9,0,1.6
2020-09-30T18:20:00Z,2020-09-30T18:10:00Z,PT10M,11.8,0,1.6
2020-09-30T18:30:00Z,2020-09-30T18:20:00Z,PT10M,11.8,0,1.6
2020-09-30T18:40:00Z,2020-09-30T18:30:00Z,PT10M,11.8,0,1.6
2020-09-30T18:50:00Z,2020-09-30T18:40:00Z,PT10M,11.8,0,1.6
2020-09-30T19:00:00Z,2020-09-30T18:50:00Z,PT10M,11.8,0,1.7
2020-09-30T19:10:00Z,2020-09-30T19:00:00Z,PT10M,11.8,0,1.7
2020-09-30T19:20:00Z,2020-09-30T19:10:00Z,PT10M,11.8,0,1.7
2020-09-30T19:30:00Z,2020-09-30T19:20:00Z,PT10M,11.9,0,1.7
2020-09-30T19:40:00Z,2020-09-30T19:30:00Z,PT10M,11.9,0,1.8
2020-09-30T19:50:00Z,2020-09-30T19:40:00Z,PT10M,11.9,0,1.8
2020-09-30T20:00:00Z,2020-09-30T19:50:00Z,PT10M,12.0,0,1.8
2020-09-30T20:10:00Z,2020-09-30T20:00:00Z,PT10M,12.0,0,1.9
2020-09-30T20:20:00Z,2020-09-30T20:10:00Z,PT10M,12.0,0,1.9
2020-09-30T20:30:00Z,2020-09-30T20:20:00Z,PT10M,12.0,0,2.0
2020-09-30T20:40:00Z,2020-09-30T20:30:00Z,PT10M,12.0,0,2.0
2020-09-30T20:50:00Z,2020-09-30T20:40:00Z,PT10M,12.0,0,2.1
2020-09-30T21:00:00Z,2020-09-30T20:50:00Z,PT10M,12.1,0,2.1
2020-09-30T21:10:00Z,2020-09-30T21:00:00Z,PT10M,12.1,0,2.1
2020-09-30T21:20:00Z,2020-09-30T21:10:00Z,PT10M,12.1,0,2.2
2020-09-30T21:30:00Z,2020-09-30T21:20:00Z,PT10M,12.1,0,2.2
2020-09-30T21:40:00Z,2020-09-30T21:30:00Z,PT10M,12.0,0,2.2
2020-09-30T21:50:00Z,2020-09-30T21:40:00Z,PT10M,12.0,0,2.3
2020-09-30T22:00:00Z,2020-09-30T21:50:00Z,PT10M,12.0,0,2.3
2020-09-30T22:10:00Z,2020-09-30T22:00:00Z,PT10M,12.0,0,2.3
2020-09-30T22:20:00Z,2020-09-30T22:10:00Z,PT10M,12.1,0,2.4
2020-09-30T22:30:00Z,2020-09-30T22:20:00Z,PT10M,12.1,0,2.4
2020-09-30T22:40:00Z,2020-09-30T22:30:00Z,PT10M,12.1,0,2.4
2020-09-30T22:50:00Z,2020-09-30T22:40:00Z,PT10M,12.1,0,2.5
2020-09-30T23:00:00Z,2020-09-30T22:50:00Z,PT10M,12.1,0,2.5
2020-09-30T23:10:00Z,2020-09-30T23:00:00Z,PT10M,12.1,0,2.6
2020-09-30T23:20:00Z,2020-09-30T23:10:00Z,PT10M,12.2,0,2.6
2020-09-30T23:30:00Z,2020-09-30T23:20:00Z,PT10M,12.2,0,2.7
2020-09-30T23:40:00Z,2020-09-30T23:30:00Z,PT10M,12.2,0,2.7
2020-09-30T23:50:00Z,2020-09-30T23:40:00Z,PT10M,12.2,0,2.8
2020-10-01T00:00:00Z,2020-09-30T23:50:00Z,PT10M,12.2,0,2.8
2020-10-01T00:10:00Z,2020-10-01T00:00:00Z,PT10M,12.2,0,2.9
2020-10-01T00:20:00Z,2020-10-01T00:10:00Z,PT10M,12.2,0,2.8
2020-10-01T00:30:00Z,2020-10-01T00:20:00Z,PT10M,12.2,0,2.8
2020-10-01T00:40:00Z,2020-10-01T00:30:00Z,PT10M,12.2,0,2.8
2020-10-01T00:50:00Z,2020-10-01T00:40:00Z,PT10M,12.2,0,2.8
2020-10-01T01:00:00Z,2020-10-01T00:50:00Z,PT10M,12.2,0,2.7
2020-10-01T01:10:00Z,2020-10-01T01:00:00Z,PT10M,12.1,0,2.7
2020-10-01T01:20:00Z,2020-10-01T01:10:00Z,PT10M,12.1,0,2.6
2020-10-01T01:30:00Z,2020-10-01T01:20:00Z,PT10M,12.0,0,2.6
2020-10-01T01:40:00Z,2020-10-01T01:30:00Z,PT10M,12.0,0,2.5
2020-10-01T01:50:00Z,2020-10-01T01:40:00Z,PT10M,12.0,0,2.4
2020-10-01T02:00:00Z,2020-10-01T01:50:00Z,PT10M,11.9,0,2.4
2020-10-01T02:10:00Z,2020-10-01T02:00:00Z,PT10M,11.8,0,2.3
2020-10-01T02:20:00Z,2020-10-01T02:10:00Z,PT10M,11.8,0,2.3
2020-10-01T02:30:00Z,2020-10-01T02:20:00Z,PT10M,11.7,0,2.2
2020-10-01T02:40:00Z,2020-10-01T02:30:00Z,PT10M,11.6,0,2.2
2020-10-01T02:50:00Z,2020-10-01T02:40:00Z,PT10M,11.5,0,2.1
2020-10-01T03:00:00Z,2020-10-01T02:50:00Z,PT10M,11.5,0,2.1
2020-10-01T03:10:00Z,2020-10-01T03:00:00Z,PT10M,11.4,0,2.0
2020-10-01T03:20:00Z,2020-10-01T03:10:00Z,PT10M,11.5,0,2.0
2020-10-01T03:30:00Z,2020-10-01T03:20:00Z,PT10M,11.5,0,2.0
2020-10-01T03:40:00Z,2020-10-01T03:30:00Z,PT10M,11.6,0,2.1
2020-10-01T03:50:00Z,2020-10-01T03:40:00Z,PT10M,11.6,0,2.1
2020-10-01T04:00:00Z,2020-10-01T03:50:00Z,PT10M,11.6,0,2.1
2020-10-01T04:10:00Z,2020-10-01T04:00:00Z,PT10M,11.7,0,2.1
2020-10-01T04:20:00Z,2020-10-01T04:10:00Z,PT10M,11.6,0,2.1
2020-10-01T04:30:00Z,2020-10-01T04:20:00Z,PT10M,11.6,0,2.1
2020-10-01T04:40:00Z,2020-10-01T04:30:00Z,PT10M,11.6,0,2.1
2020-10-01T04:50:00Z,2020-10-01T04:40:00Z,PT10M,11.6,0,2.1
2020-10-01T05:00:00Z,2020-10-01T04:50:00Z,PT10M,11.6,0,2.1
2020-10-01T05:10:00Z,2020-10-01T05:00:00Z,PT10M,11.5,0,2.2
2020-10-01T05:20:00Z,2020-10-01T05:10:00Z,PT10M,11.5,0,2.2
2020-10-01T05:30:00Z,2020-10-01T05:20:00Z,PT10M,11.4,0,2.2
2020-10-01T05:40:00Z,2020-10-01T05:30:00Z,PT10M,11.3,3,2.2
2020-10-01T05:50:00Z,2020-10-01T05:40:00Z,PT10M,11.2,8,2.2
2020-10-01T06:00:00Z,2020-10-01T05:50:00Z,PT10M,11.2,11,2.2
2020-10-01T06:10:00Z,2020-10-01T06:00:00Z,PT10M,11.1,14,2.3
2020-10-01T06:20:00Z,2020-10-01T06:10:00Z,PT10M,11.1,18,2.4
2020-10-01T06:30:00Z,2020-10-01T06:20:00Z,PT10M,11.1,20,2.5
2020-10-01T06:40:00Z,2020-10-01T06:30:00Z,PT10M,11.1,20,2.6
2020-10-01T06:50:00Z,2020-10-01T06:40:00Z,PT10M,11.1,19,2.7
2020-10-01T07:00:00Z,2020-10-01T06:50:00Z,PT10M,11.1,19,2.8
2020-10-01T07:10:00Z,2020-10-01T07:00:00Z,PT10M,11.1,22,2.9
2020-10-01T07:20:00Z,2020-10-01T07:10:00Z,PT10M,11.2,29,3.0
2020-10-01T07:30:00Z,2020-10-01T07:20:00Z,PT10M,11.3,61,3.1
2020-10-01T07:40:00Z,2020-10-01T07:30:00Z,PT10M,11.3,76,3.1
2020-10-01T07:50:00Z,2020-10-01T07:40:00Z,PT10M,11.4,51,3.2
2020-10-01T08:00:00Z,2020-10-01T07:50:00Z,PT10M,11.5,43,3.3
2020-10-01T08:10:00Z,2020-10-01T08:00:00Z,PT10M,11.5,39,3.4
2020-10-01T08:20:00Z,2020-10-01T08:10:00Z,PT10M,11.6,35,3.4
2020-10-01T08:30:00Z,2020-10-01T08:20:00Z,PT10M,11.6,37,3.4
2020-10-01T08:40:00Z,2020-10-01T08:30:00Z,PT10M,11.6,43,3.5
2020-10-01T08:50:00Z,2020-10-01T08:40:00Z,PT10M,11.6,52,3.5
2020-10-01T09:00:00Z,2020-10-01T08:50:00Z,PT10M,11.7,58,3.6
2020-10-01T09:10:00Z,2020-10-01T09:00:00Z,PT10M,11.7,76,3.6
2020-10-01T09:20:00Z,2020-10-01T09:10:00Z,PT10M,11.7,113,3.6
2020-10-01T09:30:00Z,2020-10-01T09:20:00Z,PT10M,11.7,124,3.7
2020-10-01T09:40:00Z,2020-10-01T09:30:00Z,PT10M,11.8,107,3.7
2020-10-01T09:50:00Z,2020-10-01T09:40:00Z,PT10M,11.8,59,3.7
2020-10-01T10:00:00Z,2020-10-01T09:50:00Z,PT10M,11.8,59,3.8
2020-10-01T10:10:00Z,2020-10-01T10:00:00Z,PT10M,11.9,64,3.8
2020-10-01T10:20:00Z,2020-10-01T10:10:00Z,PT10M,11.9,56,4.0
2020-10-01T10:30:00Z,2020-10-01T10:20:00Z,PT10M,12.0,67,4.1
2020-10-01T10:40:00Z,2020-10-01T10:30:00Z,PT10M,12.0,81,4.2
2020-10-01T10:50:00Z,2020-10-01T10:40:00Z,PT10M,12.1,90,4.3
2020-10-01T11:00:00Z,2020-10-01T10:50:00Z,PT10M,12.1,90,4.4
2020-10-01T11:10:00Z,2020-10-01T11:00:00Z,PT10M,12.1,79,4.5
2020-10-01T11:20:00Z,2020-10-01T11:10:00Z,PT10M,12.2,56,4.6
2020-10-01T11:30:00Z,2020-10-01T11:20:00Z,PT10M,12.2,46,4.7
2020-10-01T11:40:00Z,2020-10-01T11:30:00Z,PT10M,12.2,46,4.7
2020-10-01T11:50:00Z,2020-10-01T11:40:00Z,PT10M,12.2,58,4.8
2020-10-01T12:00:00Z,2020-10-01T11:50:00Z,PT10M,12.2,84,4.9
2020-10-01T12:10:00Z,2020-10-01T12:00:00Z,PT10M,12.2,111,5.0
2020-10-01T12:20:00Z,2020-10-01T12:10:00Z,PT10M,12.2,130,5.0
2020-10-01T12:30:00Z,2020-10-01T12:20:00Z,PT10M,12.2,137,5.1
2020-10-01T12:40:00Z,2020-10-01T12:30:00Z,PT10M,12.2,142,5.2
2020-10-01T12:50:00Z,2020-10-01T12:40:00Z,PT10M,12.1,151,5.3
2020-10-01T13:00:00Z,2020-10-01T12:50:00Z,PT10M,12.1,131,5.4
2020-10-01T13:10:00Z,2020-10-01T13:00:00Z,PT10M,12.1,106,5.5
2020-10-01T13:20:00Z,2020-10-01T13:10:00Z,PT10M,12.0,85,5.5
2020-10-01T13:30:00Z,2020-10-01T13:20:00Z,PT10M,11.9,73,5.5
2020-10-01T13:40:00Z,2020-10-01T13:30:00Z,PT10M,11.8,61,5.5
2020-10-01T13:50:00Z,2020-10-01T13:40:00Z,PT10M,11.8,49,5.5
2020-10-01T14:00:00Z,2020-10-01T13:50:00Z,PT10M,11.7,48,5.5
2020-10-01T14:10:00Z,2020-10-01T14:00:00Z,PT10M,11.6,51,5.4
2020-10-01T14:20:00Z,2020-10-01T14:10:00Z,PT10M,11.6,56,5.4
2020-10-01T14:30:00Z,2020-10-01T14:20:00Z,PT10M,11.5,59,5.4
2020-10-01T14:40:00Z,2020-10-01T14:30:00Z,PT10M,11.5,63,5.3
2020-10-01T14:50:00Z,2020-10-01T14:40:00Z,PT10M,11.5,66,5.3
2020-10-01T15:00:00Z,2020-10-01T14:50:00Z,PT10M,11.4,65,5.3
2020-10-01T15:10:00Z,2020-10-01T15:00:00Z,PT10M,11.4,62,5.2
2020-10-01T15:20:00Z,2020-10-01T15:10:00Z,PT10M,11.4,57,5.1
2020-10-01T15:30:00Z,2020-10-01T15:20:00Z,PT10M,11.3,52,5.1
2020-10-01T15:40:00Z,2020-10-01T15:30:00Z,PT10M,11.3,47,5.0
2020-10-01T15:50:00Z,2020-10-01T15:40:00Z,PT10M,11.3,43,4.9
2020-10-01T16:00:00Z,2020-10-01T15:50:00Z,PT10M,11.3,43,4.8
2020-10-01T16:10:00Z,2020-10-01T16:00:00Z,PT10M,11.2,35,4.8
2020-10-01T16:20:00Z,2020-10-01T16:10:00Z,PT10M,11.2,15,4.7
2020-10-01T16:30:00Z,2020-10-01T16:20:00Z,PT10M,11.2,6,4.7
2020-10-01T16:40:00Z,2020-10-01T16:30:00Z,PT10M,11.2,2,4.6
2020-10-01T16:50:00Z,2020-10-01T16:40:00Z,PT10M,11.1,0,4.6
2020-10-01T17:00:00Z,2020-10-01T16:50:00Z,PT10M,11.1,0,4.6
2020-10-01T17:10:00Z,2020-10-01T17:00:00Z,PT10M,11.1,0,4.5
2020-10-01T17:20:00Z,2020-10-01T17:10:00Z,PT10M,11.1,0,4.5
2020-10-01T17:30:00Z,2020-10-01T17:20:00Z,PT10M,11.0,0,4.5
2020-10-01T17:40:00Z,2020-10-01T17:30:00Z,PT10M,11.0,0,4.5
2020-10-01T17:50:00Z,2020-10-01T17:40:00Z,PT10M,11.0,0,4.5
2020-10-01T18:00:00Z,2020-10-01T17:50:00Z,PT10M,11.0,0,4.5
2020-10-01T18:10:00Z,2020-10-01T18:00:00Z,PT10M,10.9,0,4.5
2020-10-01T18:20:00Z,2020-10-01T18:10:00Z,PT10M,10.9,0,4.7
2020-10-01T18:30:00Z,2020-10-01T18:20:00Z,PT10M,10.9,0,4.8
2020-10-01T18:40:00Z,2020-10-01T18:30:00Z,PT10M,10.9,0,4.9
2020-10-01T18:50:00Z,2020-10-01T18:40:00Z,PT10M,10.9,0,5.1
2020-10-01T19:00:00Z,2020-10-01T18:50:00Z,PT10M,10.9,0,5.2
2020-10-01T19:10:00Z,2020-10-01T19:00:00Z,PT10M,10.8,0,5.3
2020-10-01T19:20:00Z,2020-10-01T19:10:00Z,PT10M,10.8,0,5.4
2020-10-01T19:30:00Z,2020-10-01T19:20:00Z,PT10M,10.7,0,5.5
2020-10-01T19:40:00Z,2020-10-01T19:30:00Z,PT10M,10.7,0,5.6
2020-10-01T19:50:00Z,2020-10-01T19:40:00Z,PT10M,10.7,0,5.7
2020-10-01T20:00:00Z,2020-10-01T19:50:00Z,PT10M,10.6,0,5.8
2020-10-01T20:10:00Z,2020-10-01T20:00:00Z,PT10M,10.6,0,5.9
2020-10-01T20:20:00Z,2020-10-01T20:10:00Z,PT10M,10.6,0,6.1
2020-10-01T20:30:00Z,2020-10-01T20:20:00Z,PT10M,10.5,0,6.2
2020-10-01T20:40:00Z,2020-10-01T20:30:00Z,PT10M,10.5,0,6.3
2020-10-01T20:50:00Z,2020-10-01T20:40:00Z,PT10M,10.5,0,6.5
2020-10-01T21:00:00Z,2020-10-01T20:50:00Z,PT10M,10.5,0,6.6
2020-10-01T21:10:00Z,2020-10-01T21:00:00Z,PT10M,10.5,0,6.7
2020-10-01T21:20:00Z,2020-10-01T21:10:00Z,PT10M,10.5,0,6.7
2020-10-01T21:30:00Z,2020-10-01T21:20:00Z,PT10M,10.6,0,6.7
2020-10-01T21:40:00Z,2020-10-01T21:30:00Z,PT10M,10.6,0,6.7
2020-10-01T21:50:00Z,2020-10-01T21:40:00Z,PT10M,10.6,0,6.7
2020-10-01T22:00:00Z,2020-10-01T21:50:00Z,PT10M,10.7,0,6.7
2020-10-01T22:10:00Z,2020-10-01T22:00:00Z,PT10M,10.7,0,6.7
2020-10-01T22:20:00Z,2020-10-01T22:10:00Z,PT10M,10.7,0,6.7
2020-10-01T22:30:00Z,2020-10-01T22:20:00Z,PT10M,10.8,0,6.7
2020-10-01T22:40:00Z,2020-10-01T22:30:00Z,PT10M,10.8,0,6.7
2020-10-01T22:50:00Z,2020-10-01T22:40:00Z,PT10M,10.8,0,6.6
2020-10-01T23:00:00Z,2020-10-01T22:50:00Z,PT10M,10.8,0,6.6
2020-10-01T23:10:00Z,2020-10-01T23:00:00Z,PT10M,10.8,0,6.6
2020-10-01T23:20:00Z,2020-10-01T23:10:00Z,PT10M,10.8,0,6.5
2020-10-01T23:30:00Z,2020-10-01T23:20:00Z,PT10M,10.8,0,6.5
2020-10-01T23:40:00Z,2020-10-01T23:30:00Z,PT10M,10.7,0,6.5
2020-10-01T23:50:00Z,2020-10-01T23:40:00Z,PT10M,10.7,0,6.4
2020-10-02T00:00:00Z,2020-10-01T23:50:00Z,PT10M,10.6,0,6.4
2020-10-02T00:10:00Z,2020-10-02T00:00:00Z,PT10M,10.6,0,6.4
2020-10-02T00:20:00Z,2020-10-02T00:10:00Z,PT10M,10.5,0,6.5
2020-10-02T00:30:00Z,2020-10-02T00:20:00Z,PT10M,10.5,0,6.6
2020-10-02T00:40:00Z,2020-10-02T00:30:00Z,PT10M,10.4,0,6.7
2020-10-02T00:50:00Z,2020-10-02T00:40:00Z,PT10M,10.4,0,6.8
2020-10-02T01:00:00Z,2020-10-02T00:50:00Z,PT10M,10.3,0,6.9
2020-10-02T01:10:00Z,2020-10-02T01:00:00Z,PT10M,10.3,0,7.0
2020-10-02T01:20:00Z,2020-10-02T01:10:00Z,PT10M,10.2,0,7.0
2020-10-02T01:30:00Z,2020-10-02T01:20:00Z,PT10M,10.1,0,6.9
2020-10-02T01:40:00Z,2020-10-02T01:30:00Z,PT10M,10.1,0,6.9
2020-10-02T01:50:00Z,2020-10-02T01:40:00Z,PT10M,10.0,0,6.9
2020-10-02T02:00:00Z,2020-10-02T01:50:00Z,PT10M,9.9,0,6.9
2020-10-02T02:10:00Z,2020-10-02T02:00:00Z,PT10M,9.9,0,6.9
2020-10-02T02:20:00Z,2020-10-02T02:10:00Z,PT10M,9.8,0,6.9
2020-10-02T02:30:00Z,2020-10-02T02:20:00Z,PT10M,9.8,0,6.9
2020-10-02T02:40:00Z,2020-10-02T02:30:00Z,PT10M,9.8,0,6.9
2020-10-02T02:50:00Z,2020-10-02T02:40:00Z,PT10M,9.7,0,6.8
2020-10-02T03:00:00Z,2020-10-02T02:50:00Z,PT10M,9.7,0,6.8
2020-10-02T03:10:00Z,2020-10-02T03:00:00Z,PT10M,9.7,0,6.9
2020-10-02T03:20:00Z,2020-10-02T03:10:00Z,PT10M,9.7,0,6.9
2020-10-02T03:30:00Z,2020-10-02T03:20:00Z,PT10M,9.7,0,6.9
2020-10-02T03:40:00Z,2020-10-02T03:30:00Z,PT10M,9.6,0,6.9
2020-10-02T03:50:00Z,2020-10-02T03:40:00Z,PT10M,9.6,0,7.0
