,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
10,-5.0,1.0,0.140625,-1.0000000000000142,5.234375,3.75,10.921875,9.8125,6.09375,6.71875,5.421875,6.0,2.25,6.5625,9.0,10.6875,-3.0,-1.875,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125
11,1.53125,0.34375,-0.75,5.499999999999986,3.625,10.59375,9.640625,5.8125,6.984375,6.53125,7.015625,2.25,6.5625,9.0,10.6875,-3.0,-1.875,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125
12,-1.328125,-2.1875,4.265625,2.187499999999986,9.140625,8.53125,4.78125,6.6875,7.265625,7.84375,3.53125,6.5625,9.0,10.6875,-3.0,-1.875,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125
13,-0.890625,5.5,2.953125,9.624999999999986,9.09375,5.15625,7.53125,8.875,9.28125,5.15625,10.140625,9.0,10.6875,-3.0,-1.875,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625
14,6.390625,3.4375,9.890625,9.499999999999986,5.4375,8.34375,10.515625,10.8125,6.9375,13.9375,13.3125,10.6875,-3.0,-1.875,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875
15,-2.734375,4.125,4.5,0.9374999999999858,5.0,8.625,9.4375,6.4375,16.078125,16.59375,14.5625,-3.0,-1.875,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625
16,6.4375,6.75,2.859375,7.249999999999986,11.5,12.0,9.046875,20.5,21.328125,19.0625,3.546875,-1.875,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125
17,1.03125,-2.40625,3.09375,8.75,9.71875,7.59375,21.640625,23.5625,21.84375,9.156250000000028,3.640625,7.5,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375
18,-3.453125,2.6875,9.28125,10.25,8.484375,24.65625,27.203125,25.5625,15.234375,9.156250000000028,12.84375,-6.5625,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625
19,6.40625,13.5625,14.15625,12.374999999999986,30.296875,33.09375,31.15625,22.8125,15.796875,18.9375,0.484375,4.875,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875
20,8.625,9.75,8.859375,29.4375,33.390625,32.0625,26.609375,19.5625,23.0625,6.468750000000028,10.84375,14.0625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375
21,1.875,2.09375,25.546875,30.875,30.375,28.03125,21.171875,25.25,10.734375,15.312500000000028,19.890625,-3.0,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0
22,0.703125,26.40625,32.484375,32.1875,32.328125,25.03125,29.0625,16.0,20.15625,25.46875000000003,4.484375,12.0,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75
23,27.875,34.625,34.453125,37.0,29.1875,33.09375,21.40625,25.0625,31.03125,11.875000000000028,20.96875,17.4375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375
24,9.859375,12.25,19.640625,13.75,19.96875,12.09375,17.6875,26.75,11.859375,24.96875,24.84375,-9.75,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25
25,3.296875,13.875,8.25,15.125,9.40625,15.28125,25.78125,13.5,28.96875,30.59375,0.953125,4.125,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625
26,13.15625,7.1875,14.109375,9.9375,15.484375,26.8125,16.53125,33.75,36.515625,11.21875,14.796875,23.625,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375
27,-5.3125,2.65625,1.03125,7.249999999999972,20.40625,13.125,33.09375,38.0,18.046875,23.03125,31.125,21.9375,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125
28,7.328125,6.5625,11.765625,25.0625,19.09375,40.125,45.484375,29.1875,33.890625,39.5625,30.265625,39.0,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125
29,1.171875,6.4375,20.953125,17.37499999999997,40.546875,47.4375,35.875,41.375,45.703125,37.375,45.203125,25.6875,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375
30,4.875,20.15625,18.515625,43.37499999999997,51.34375,44.0625,49.90625,52.4375,44.625,51.09375,32.375,-1.3125,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625
31,16.296875,16.84375,43.640625,52.93749999999997,50.1875,56.625,57.609375,50.5625,55.921875,38.25,5.75,-1.125,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0
32,3.703125,33.40625,45.0,47.74999999999997,55.75,56.15625,50.84375,56.0625,40.40625,10.0625,4.5625,2.0625,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125
33,31.59375,44.46875,51.703125,60.24999999999997,59.0625,54.46875,58.53125,43.875,14.671875,9.53125,7.359375,21.1875,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625
34,16.578125,30.71875,42.234375,41.875,40.421875,45.75,34.515625,8.875,6.515625,7.09375,24.109375,31.6875,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125
35,19.640625,32.71875,31.78125,32.0625,37.25,28.03125,4.546875,3.5625,5.484375,24.28125,32.640625,-2.4375,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375
36,15.125,14.09375,16.59375,22.125,15.40625,-5.4375,-4.5625,-0.8125,20.25,29.875,-0.15625,25.875,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125
37,-1.640625,2.5625,7.921875,3.1875,-15.53125,-13.3125,-8.25,14.5625,24.9375,-0.5625,23.75,39.9375,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125,-41.0625
38,4.234375,7.75,3.328125,-14.9375,-13.046875,-8.34375,14.546875,24.0,1.359375,22.28125,36.703125,1.5,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125,-41.0625,-59.625
39,2.21875,-1.34375,-18.609375,-16.5,-11.609375,11.90625,20.984375,1.75,19.828125,33.03125,-0.75,-9.0,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125,-41.0625,-59.625,-59.0625
40,-3.015625,-19.59375,-17.578125,-12.8125,11.015625,19.40625,3.265625,18.1875,29.859375,-2.8125,-11.421875,4.6875,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125,-41.0625,-59.625,-59.0625,-53.4375
41,-16.265625,-14.71875,-10.453125,13.3125,20.640625,7.21875,18.609375,28.375,-3.5625,-12.90625,2.25,2.25,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125,-41.0625,-59.625,-59.0625,-53.4375,-44.625
42,0.078125,2.84375,25.546875,30.8125,19.109375,25.96875,32.828125,0.625,-10.453125,2.75,1.109375,-0.5625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125,-41.0625,-59.625,-59.0625,-53.4375,-44.625,-48.1875
43,2.75,25.875,30.5625,22.0625,25.875,31.3125,0.328125,-11.0,1.734375,-0.0625,-1.765625,-20.0625,-19.5,-17.0625,5.8125,-38.0625,-38.8125,-36.375,-41.25,17.625,12.1875,-22.125,-45.9375,-22.3125,-2.0625,22.3125,8.8125,-11.8125,-46.125,-17.625,-3.1875,8.0625,-4.125,-2.4375,9.5625,16.875,11.4375,27.0,3.75,15.9375,23.25,11.625,3.375,-16.3125,-22.125,-18.9375,-32.0625,-42.0,-64.3125,-44.625,-38.8125,-47.4375,-34.3125,-41.0625,-59.625,-59.0625,-53.4375,-44.625,-48.1875,-38.625
