,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
375,8.578125,1.65625,-9.65625,-12.9375,-17.578125,-24.0,-2.28125,-2.6875,-21.328125,-29.5625,-21.546875,-23.25,-19.3125,-19.5,-21.1875,-25.6875,-20.8125,-30.375,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5
376,-6.6875,-17.46875,-19.96875,-24.625,-30.953125,-7.96875,-7.6875,-25.125,-32.671875,-23.5625,-24.171875,-19.3125,-19.5,-21.1875,-25.6875,-20.8125,-30.375,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875
377,-11.640625,-14.75,-20.8125,-28.4375,-5.578125,-6.0,-23.625,-31.875,-23.0625,-23.96875,-20.15625,-19.5,-21.1875,-25.6875,-20.8125,-30.375,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75
378,-4.109375,-11.96875,-21.28125,1.0625,-0.453125,-18.65625,-28.0,-19.875,-21.46875,-19.09375,-20.3125,-21.1875,-25.6875,-20.8125,-30.375,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875
379,-8.953125,-19.25,3.28125,1.375,-16.703125,-26.4375,-18.296875,-19.875,-18.234375,-20.625,-21.25,-25.6875,-20.8125,-30.375,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75
380,-11.734375,10.53125,7.78125,-10.625,-21.203125,-13.5,-15.515625,-15.0625,-19.078125,-19.90625,-24.375,-20.8125,-30.375,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625
381,21.765625,17.9375,-1.03125,-12.6875,-5.65625,-8.34375,-9.3125,-15.1875,-16.453125,-21.1875,-19.15625,-30.375,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375
382,-2.0,-18.625,-28.453125,-19.1875,-19.640625,-19.125,-23.953125,-22.75,-24.84375,-21.4375,-30.578125,-45.375,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125
383,-16.4375,-26.59375,-17.25,-17.625,-17.78125,-23.71875,-22.203125,-23.8125,-21.1875,-30.40625,-44.625,-8.8125,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625
384,-11.640625,-3.375,-4.828125,-6.8125,-15.015625,-14.34375,-16.625,-15.9375,-26.390625,-41.1875,-7.421875,-13.875,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125
385,7.6875,5.65625,2.34375,-7.625,-7.296875,-9.75,-10.5,-21.6875,-36.5625,-4.34375,-11.640625,-33.9375,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875
386,-0.90625,-3.84375,-13.875,-12.1875,-13.109375,-13.59375,-23.8125,-37.0625,-4.6875,-11.125,-32.5625,-20.4375,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625
387,-3.328125,-14.1875,-11.90625,-12.0625,-13.046875,-23.0625,-35.453125,-3.6875,-10.03125,-31.375,-19.65625,-14.0625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375
388,-11.9375,-9.3125,-8.953125,-10.6875,-20.75,-32.53125,-1.625,-8.125,-29.625,-18.5625,-13.65625,-8.4375,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0
389,2.1875,2.28125,-0.984375,-11.875,-23.828125,5.4375,-2.0,-24.4375,-14.8125,-11.375,-7.53125,-7.125,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75
390,1.125,-2.375,-12.796875,-23.625,5.296875,-1.78125,-23.859375,-14.375,-11.109375,-7.34375,-6.4375,-3.9375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375
391,-3.796875,-13.8125,-23.578125,4.9375,-1.84375,-23.625,-14.34375,-11.3125,-7.6875,-6.34375,-3.4375,-7.125,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625
392,-10.09375,-19.28125,8.34375,1.375,-20.59375,-12.0,-9.6875,-6.6875,-5.390625,-2.5625,-6.734375,-5.8125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875
393,-9.109375,17.125,9.46875,-13.1875,-5.78125,-4.6875,-2.8125,-2.0625,0.1875,-4.96875,-4.78125,-18.1875,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625
394,25.046875,16.90625,-6.234375,0.1874999999999858,0.265625,1.21875,1.625,3.5,-2.4375,-2.78125,-16.0625,-28.125,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75
395,-5.796875,-26.59375,-18.328125,-16.4375,-13.578125,-10.6875,-6.359375,-10.25,-8.296875,-18.625,-27.34375,-13.6875,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875
396,-21.21875,-13.875,-12.9375,-10.9375,-8.328125,-4.3125,-8.921875,-7.4375,-17.578125,-25.71875,-14.15625,-16.125,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875
397,5.171875,3.90625,3.796875,4.874999999999986,7.328125,0.75,0.515625,-10.6875,-19.5,-11.28125,-14.046875,-13.5,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0
398,-1.171875,-1.09375,0.75,3.937499999999986,-2.3125,-1.96875,-11.9375,-19.125,-11.953125,-13.21875,-12.8125,-15.9375,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25
399,-0.359375,1.625,4.921875,-1.6250000000000142,-1.328125,-10.6875,-16.875,-11.375,-11.765625,-12.125,-15.140625,-8.4375,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75
400,2.15625,5.59375,-1.21875,-0.9375000000000142,-9.65625,-14.8125,-10.953125,-10.4375,-11.53125,-14.40625,-8.0625,-9.375,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375
401,3.796875,-3.0625,-2.578125,-10.4375,-14.34375,-11.90625,-10.265625,-11.875,-14.390625,-8.1875,-9.15625,-17.4375,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125
402,-6.78125,-5.96875,-12.84375,-15.375,-14.234375,-11.34375,-13.34375,-15.375,-9.1875,-9.6875,-17.296875,-23.625,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0
403,0.203125,-6.625,-8.71875,-9.812500000000014,-6.609375,-9.9375,-12.421875,-7.1875,-8.15625,-16.03125,-22.375,-7.875,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125
404,-6.15625,-7.1875,-9.890625,-5.75,-9.78125,-12.09375,-7.1875,-8.0,-15.515625,-21.25,-8.015625,-8.25,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125
405,-0.453125,-5.25,-0.65625,-5.875000000000014,-8.5,-4.40625,-5.546875,-13.1875,-18.796875,-7.3125,-7.8125,-7.6875,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25
406,-6.296875,-0.65625,-6.46875,-8.812500000000014,-4.9375,-5.8125,-12.984375,-17.875,-7.546875,-7.71875,-7.28125,-9.5625,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375
407,6.046875,-1.0,-3.703125,-0.6875000000000142,-1.9375,-9.28125,-14.09375,-5.5625,-6.046875,-5.9375,-8.734375,-3.5625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375
408,-7.140625,-9.0625,-5.765625,-6.250000000000014,-12.625,-16.21875,-8.34375,-8.0,-7.078125,-9.25,-3.515625,-8.625,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875
409,-2.359375,0.0,-0.9375,-7.562500000000014,-11.15625,-5.15625,-5.203125,-4.6875,-7.453125,-2.375,-7.296875,-12.9375,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125
410,1.875,0.9375,-5.484375,-8.625000000000014,-4.046875,-4.03125,-3.46875,-6.375,-1.5,-5.78125,-12.015625,-8.625,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125,-14.25
411,-0.609375,-6.5,-8.859375,-5.375000000000014,-4.96875,-4.03125,-6.75,-1.75,-5.0625,-11.5625,-7.5,-16.875,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125,-14.25,-32.625
412,-5.578125,-7.375,-5.203125,-4.625000000000014,-3.53125,-6.28125,-1.375,-3.9375,-10.921875,-6.40625,-16.0625,-21.75,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125,-14.25,-32.625,-24.0
413,-1.625,-1.15625,-0.796875,0.06249999999998579,-3.109375,1.3125,-0.890625,-8.75,-4.171875,-14.5,-20.375,-26.25,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125,-14.25,-32.625,-24.0,-48.5625
414,-0.828125,-0.28125,0.75,-2.437500000000014,1.90625,0.46875,-7.859375,-2.8125,-13.40625,-19.0625,-24.6875,-18.1875,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125,-14.25,-32.625,-24.0,-48.5625,-33.0
415,0.6875,1.84375,-1.40625,2.812499999999986,2.09375,-6.75,-1.28125,-12.1875,-17.671875,-23.09375,-17.109375,-22.125,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125,-14.25,-32.625,-24.0,-48.5625,-33.0,-47.625
416,1.421875,-1.75,2.484375,2.624999999999986,-6.59375,-0.5625,-11.640625,-16.8125,-21.890625,-16.28125,-20.640625,-11.625,-23.4375,-29.25,-32.25,-23.25,-6.9375,-9.0,-7.5,-21.1875,-18.75,-10.6875,-12.75,-26.625,-24.9375,-14.8125,-17.625,-7.125,-10.875,-9.5625,-3.9375,-15.0,-3.75,-9.9375,-9.5625,-13.6875,-20.625,-3.75,-0.1875,-16.875,-18.0,-8.25,-18.75,-6.375,-19.125,-3.0,-1.125,-2.8125,8.25,21.375,-6.9375,-10.875,-10.125,-14.25,-32.625,-24.0,-48.5625,-33.0,-47.625,-55.875
