,time,price
7,2021-04-12 06:00:00+00:00,481.87
8,2021-04-12 07:00:00+00:00,554.47
9,2021-04-12 08:00:00+00:00,620.61
10,2021-04-12 09:00:00+00:00,492.18
11,2021-04-12 10:00:00+00:00,471.04
12,2021-04-12 11:00:00+00:00,446.07
13,2021-04-12 12:00:00+00:00,420.68
14,2021-04-12 13:00:00+00:00,407.13
15,2021-04-12 14:00:00+00:00,405.62
16,2021-04-12 15:00:00+00:00,411.68
17,2021-04-12 16:00:00+00:00,438.99
18,2021-04-12 17:00:00+00:00,460.83
19,2021-04-12 18:00:00+00:00,482.88
20,2021-04-12 19:00:00+00:00,461.03
21,2021-04-12 20:00:00+00:00,459.62
22,2021-04-12 21:00:00+00:00,424.02
23,2021-04-12 22:00:00+00:00,412.49
0,2021-04-12 23:00:00+00:00,411.95
1,2021-04-13 00:00:00+00:00,407.8
2,2021-04-13 01:00:00+00:00,404.97
3,2021-04-13 02:00:00+00:00,404.26
4,2021-04-13 03:00:00+00:00,406.08
5,2021-04-13 04:00:00+00:00,415.79
6,2021-04-13 05:00:00+00:00,449.46
7,2021-04-13 06:00:00+00:00,494.56
8,2021-04-13 07:00:00+00:00,518.83
9,2021-04-13 08:00:00+00:00,492.43
10,2021-04-13 09:00:00+00:00,449.36
11,2021-04-13 10:00:00+00:00,444.3
12,2021-04-13 11:00:00+00:00,422.56
13,2021-04-13 12:00:00+00:00,419.33
14,2021-04-13 13:00:00+00:00,405.17
15,2021-04-13 14:00:00+00:00,409.52
16,2021-04-13 15:00:00+00:00,422.46
17,2021-04-13 16:00:00+00:00,443.8
18,2021-04-13 17:00:00+00:00,455.93
19,2021-04-13 18:00:00+00:00,472.82
20,2021-04-13 19:00:00+00:00,481.92
21,2021-04-13 20:00:00+00:00,480.71
22,2021-04-13 21:00:00+00:00,458.26
23,2021-04-13 22:00:00+00:00,427.42
0,2021-04-13 23:00:00+00:00,435.63
1,2021-04-14 00:00:00+00:00,435.32
2,2021-04-14 01:00:00+00:00,436.74
3,2021-04-14 02:00:00+00:00,444.76
4,2021-04-14 03:00:00+00:00,447.29
5,2021-04-14 04:00:00+00:00,499.34
6,2021-04-14 05:00:00+00:00,774.27
7,2021-04-14 06:00:00+00:00,1202.39
8,2021-04-14 07:00:00+00:00,1268.13
9,2021-04-14 08:00:00+00:00,766.35
10,2021-04-14 09:00:00+00:00,635.28
11,2021-04-14 10:00:00+00:00,629.8
12,2021-04-14 11:00:00+00:00,591.35
13,2021-04-14 12:00:00+00:00,553.11
14,2021-04-14 13:00:00+00:00,474.99
15,2021-04-14 14:00:00+00:00,478.34
16,2021-04-14 15:00:00+00:00,498.63
17,2021-04-14 16:00:00+00:00,504.21
18,2021-04-14 17:00:00+00:00,504.0
19,2021-04-14 18:00:00+00:00,505.73
20,2021-04-14 19:00:00+00:00,516.48
21,2021-04-14 20:00:00+00:00,506.64
22,2021-04-14 21:00:00+00:00,506.54
23,2021-04-14 22:00:00+00:00,453.68
0,2021-04-14 23:00:00+00:00,535.78
1,2021-04-15 00:00:00+00:00,511.86
2,2021-04-15 01:00:00+00:00,483.5
3,2021-04-15 02:00:00+00:00,536.28
4,2021-04-15 03:00:00+00:00,597.44
5,2021-04-15 04:00:00+00:00,503.59
6,2021-04-15 05:00:00+00:00,712.19
7,2021-04-15 06:00:00+00:00,1027.25
8,2021-04-15 07:00:00+00:00,1162.28
9,2021-04-15 08:00:00+00:00,759.82
10,2021-04-15 09:00:00+00:00,665.36
11,2021-04-15 10:00:00+00:00,613.79
12,2021-04-15 11:00:00+00:00,508.93
13,2021-04-15 12:00:00+00:00,490.57
14,2021-04-15 13:00:00+00:00,459.08
15,2021-04-15 14:00:00+00:00,456.46
16,2021-04-15 15:00:00+00:00,472.3
17,2021-04-15 16:00:00+00:00,499.75
18,2021-04-15 17:00:00+00:00,611.87
19,2021-04-15 18:00:00+00:00,760.22
20,2021-04-15 19:00:00+00:00,695.43
21,2021-04-15 20:00:00+00:00,563.63
22,2021-04-15 21:00:00+00:00,497.43
23,2021-04-15 22:00:00+00:00,484.21
0,2021-04-15 23:00:00+00:00,479.53
1,2021-04-16 00:00:00+00:00,486.57
2,2021-04-16 01:00:00+00:00,487.27
3,2021-04-16 02:00:00+00:00,488.58
4,2021-04-16 03:00:00+00:00,495.61
5,2021-04-16 04:00:00+00:00,532.31
6,2021-04-16 05:00:00+00:00,574.73
7,2021-04-16 06:00:00+00:00,837.82
8,2021-04-16 07:00:00+00:00,942.87
9,2021-04-16 08:00:00+00:00,643.39
10,2021-04-16 09:00:00+00:00,502.05
11,2021-04-16 10:00:00+00:00,491.39
12,2021-04-16 11:00:00+00:00,481.44
13,2021-04-16 12:00:00+00:00,476.61
14,2021-04-16 13:00:00+00:00,458.72
15,2021-04-16 14:00:00+00:00,448.67
16,2021-04-16 15:00:00+00:00,450.98
17,2021-04-16 16:00:00+00:00,461.23
18,2021-04-16 17:00:00+00:00,469.88
19,2021-04-16 18:00:00+00:00,467.46
20,2021-04-16 19:00:00+00:00,457.91
21,2021-04-16 20:00:00+00:00,473.6
22,2021-04-16 21:00:00+00:00,483.55
23,2021-04-16 22:00:00+00:00,472.49
0,2021-04-16 23:00:00+00:00,490.53
1,2021-04-17 00:00:00+00:00,491.23
2,2021-04-17 01:00:00+00:00,489.13
3,2021-04-17 02:00:00+00:00,489.13
4,2021-04-17 03:00:00+00:00,489.83
5,2021-04-17 04:00:00+00:00,488.12
6,2021-04-17 05:00:00+00:00,467.47
7,2021-04-17 06:00:00+00:00,465.46
8,2021-04-17 07:00:00+00:00,473.48
9,2021-04-17 08:00:00+00:00,476.59
10,2021-04-17 09:00:00+00:00,487.62
11,2021-04-17 10:00:00+00:00,482.31
12,2021-04-17 11:00:00+00:00,484.41
13,2021-04-17 12:00:00+00:00,466.47
14,2021-04-17 13:00:00+00:00,470.48
15,2021-04-17 14:00:00+00:00,470.98
16,2021-04-17 15:00:00+00:00,470.38
17,2021-04-17 16:00:00+00:00,488.83
18,2021-04-17 17:00:00+00:00,498.45
19,2021-04-17 18:00:00+00:00,503.06
20,2021-04-17 19:00:00+00:00,502.76
21,2021-04-17 20:00:00+00:00,511.69
22,2021-04-17 21:00:00+00:00,505.97
23,2021-04-17 22:00:00+00:00,494.44
0,2021-04-17 23:00:00+00:00,489.6
1,2021-04-18 00:00:00+00:00,480.49
2,2021-04-18 01:00:00+00:00,478.99
3,2021-04-18 02:00:00+00:00,478.49
4,2021-04-18 03:00:00+00:00,480.79
5,2021-04-18 04:00:00+00:00,478.59
6,2021-04-18 05:00:00+00:00,474.39
7,2021-04-18 06:00:00+00:00,473.49
8,2021-04-18 07:00:00+00:00,478.49
9,2021-04-18 08:00:00+00:00,481.79
10,2021-04-18 09:00:00+00:00,482.8
11,2021-04-18 10:00:00+00:00,481.29
12,2021-04-18 11:00:00+00:00,501.01
13,2021-04-18 12:00:00+00:00,491.2
14,2021-04-18 13:00:00+00:00,471.59
15,2021-04-18 14:00:00+00:00,466.38
16,2021-04-18 15:00:00+00:00,479.89
17,2021-04-18 16:00:00+00:00,499.41
18,2021-04-18 17:00:00+00:00,512.82
19,2021-04-18 18:00:00+00:00,518.22
20,2021-04-18 19:00:00+00:00,519.53
21,2021-04-18 20:00:00+00:00,524.23
22,2021-04-18 21:00:00+00:00,511.42
23,2021-04-18 22:00:00+00:00,495.11
0,2021-04-18 23:00:00+00:00,478.79
1,2021-04-19 00:00:00+00:00,470.99
2,2021-04-19 01:00:00+00:00,470.49
3,2021-04-19 02:00:00+00:00,469.99
4,2021-04-19 03:00:00+00:00,471.29
5,2021-04-19 04:00:00+00:00,478.29
6,2021-04-19 05:00:00+00:00,465.78
7,2021-04-19 06:00:00+00:00,499.91
8,2021-04-19 07:00:00+00:00,538.24
9,2021-04-19 08:00:00+00:00,510.92
10,2021-04-19 09:00:00+00:00,511.42
11,2021-04-19 10:00:00+00:00,479.29
12,2021-04-19 11:00:00+00:00,469.88
13,2021-04-19 12:00:00+00:00,462.38
14,2021-04-19 13:00:00+00:00,460.88
15,2021-04-19 14:00:00+00:00,461.78
16,2021-04-19 15:00:00+00:00,460.98
17,2021-04-19 16:00:00+00:00,466.78
18,2021-04-19 17:00:00+00:00,468.48
19,2021-04-19 18:00:00+00:00,467.98
20,2021-04-19 19:00:00+00:00,466.28
21,2021-04-19 20:00:00+00:00,467.88
22,2021-04-19 21:00:00+00:00,468.78
23,2021-04-19 22:00:00+00:00,463.98
0,2021-04-19 23:00:00+00:00,462.76
1,2021-04-20 00:00:00+00:00,459.36
2,2021-04-20 01:00:00+00:00,458.96
3,2021-04-20 02:00:00+00:00,459.16
4,2021-04-20 03:00:00+00:00,458.76
5,2021-04-20 04:00:00+00:00,464.36
6,2021-04-20 05:00:00+00:00,456.86
7,2021-04-20 06:00:00+00:00,464.26
8,2021-04-20 07:00:00+00:00,484.83
9,2021-04-20 08:00:00+00:00,465.06
10,2021-04-20 09:00:00+00:00,457.76
11,2021-04-20 10:00:00+00:00,455.77
12,2021-04-20 11:00:00+00:00,454.77
13,2021-04-20 12:00:00+00:00,456.07
14,2021-04-20 13:00:00+00:00,455.67
15,2021-04-20 14:00:00+00:00,456.76
16,2021-04-20 15:00:00+00:00,456.86
17,2021-04-20 16:00:00+00:00,457.66
18,2021-04-20 17:00:00+00:00,456.57
19,2021-04-20 18:00:00+00:00,456.96
20,2021-04-20 19:00:00+00:00,457.66
21,2021-04-20 20:00:00+00:00,462.56
22,2021-04-20 21:00:00+00:00,463.46
23,2021-04-20 22:00:00+00:00,458.46
0,2021-04-20 23:00:00+00:00,452.02
1,2021-04-21 00:00:00+00:00,447.62
2,2021-04-21 01:00:00+00:00,445.42
3,2021-04-21 02:00:00+00:00,444.32
4,2021-04-21 03:00:00+00:00,443.72
5,2021-04-21 04:00:00+00:00,449.72
6,2021-04-21 05:00:00+00:00,455.52
7,2021-04-21 06:00:00+00:00,460.82
8,2021-04-21 07:00:00+00:00,462.22
9,2021-04-21 08:00:00+00:00,450.82
10,2021-04-21 09:00:00+00:00,430.63
11,2021-04-21 10:00:00+00:00,423.43
12,2021-04-21 11:00:00+00:00,415.33
13,2021-04-21 12:00:00+00:00,392.94
14,2021-04-21 13:00:00+00:00,381.85
15,2021-04-21 14:00:00+00:00,364.35
16,2021-04-21 15:00:00+00:00,349.16
17,2021-04-21 16:00:00+00:00,396.64
18,2021-04-21 17:00:00+00:00,415.43
19,2021-04-21 18:00:00+00:00,418.53
20,2021-04-21 19:00:00+00:00,422.93
21,2021-04-21 20:00:00+00:00,421.13
22,2021-04-21 21:00:00+00:00,414.23
23,2021-04-21 22:00:00+00:00,395.54
0,2021-04-21 23:00:00+00:00,391.1
1,2021-04-22 00:00:00+00:00,394.12
2,2021-04-22 01:00:00+00:00,394.22
3,2021-04-22 02:00:00+00:00,398.24
4,2021-04-22 03:00:00+00:00,399.34
5,2021-04-22 04:00:00+00:00,399.14
6,2021-04-22 05:00:00+00:00,428.19
7,2021-04-22 06:00:00+00:00,454.73
8,2021-04-22 07:00:00+00:00,457.14
9,2021-04-22 08:00:00+00:00,443.57
10,2021-04-22 09:00:00+00:00,422.96
11,2021-04-22 10:00:00+00:00,398.94
12,2021-04-22 11:00:00+00:00,384.87
13,2021-04-22 12:00:00+00:00,353.41
14,2021-04-22 13:00:00+00:00,337.53
15,2021-04-22 14:00:00+00:00,331.19
16,2021-04-22 15:00:00+00:00,361.25
17,2021-04-22 16:00:00+00:00,401.15
18,2021-04-22 17:00:00+00:00,422.56
19,2021-04-22 18:00:00+00:00,445.18
20,2021-04-22 19:00:00+00:00,442.76
21,2021-04-22 20:00:00+00:00,441.46
22,2021-04-22 21:00:00+00:00,431.51
23,2021-04-22 22:00:00+00:00,412.51
