,i,type,prob,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
32,10.0,2.0,0.21790961549934257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713
33,11.0,0.0,0.25099141837046823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804
34,11.0,1.0,0.5310989661301893,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976
35,11.0,2.0,0.21790961549934257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713
36,12.0,0.0,0.25099141837046823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804
37,12.0,1.0,0.5310989661301893,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976
38,12.0,2.0,0.21790961549934257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713
39,13.0,0.0,0.25099141837046823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804
40,13.0,1.0,0.5310989661301893,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976
41,13.0,2.0,0.21790961549934257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713
42,14.0,0.0,0.2366759261088797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804,-62.544540501704574,-99.80588821013733,-82.18088821013731,-53.68088821013731,-93.69084132449971,-72.40698150901594
43,14.0,1.0,0.5354846790336406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976,8.085371825224904,-14.221765761296837,-1.021765761296835,6.534484238703165,-19.22600726156241,0.5927427384375946
44,14.0,2.0,0.22783939485747967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713,85.3693625294324,75.49463726589467,73.99463726589467,98.84944963446696,80.86178342704525,88.73678342704525
45,15.0,0.0,0.2366759261088797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804,-62.544540501704574,-99.80588821013733,-82.18088821013731,-53.68088821013731,-93.69084132449971,-72.40698150901594
46,15.0,1.0,0.5354846790336406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976,8.085371825224904,-14.221765761296837,-1.021765761296835,6.534484238703165,-19.22600726156241,0.5927427384375946
47,15.0,2.0,0.22783939485747967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713,85.3693625294324,75.49463726589467,73.99463726589467,98.84944963446696,80.86178342704525,88.73678342704525
48,16.0,0.0,0.2366759261088797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804,-62.544540501704574,-99.80588821013733,-82.18088821013731,-53.68088821013731,-93.69084132449971,-72.40698150901594
49,16.0,1.0,0.5354846790336406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976,8.085371825224904,-14.221765761296837,-1.021765761296835,6.534484238703165,-19.22600726156241,0.5927427384375946
50,16.0,2.0,0.22783939485747967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713,85.3693625294324,75.49463726589467,73.99463726589467,98.84944963446696,80.86178342704525,88.73678342704525
51,17.0,0.0,0.2366759261088797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804,-62.544540501704574,-99.80588821013733,-82.18088821013731,-53.68088821013731,-93.69084132449971,-72.40698150901594
52,17.0,1.0,0.5354846790336406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976,8.085371825224904,-14.221765761296837,-1.021765761296835,6.534484238703165,-19.22600726156241,0.5927427384375946
53,17.0,2.0,0.22783939485747967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713,85.3693625294324,75.49463726589467,73.99463726589467,98.84944963446696,80.86178342704525,88.73678342704525
54,18.0,0.0,0.2366759261088797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804,-62.544540501704574,-99.80588821013733,-82.18088821013731,-53.68088821013731,-93.69084132449971,-72.40698150901594
55,18.0,1.0,0.5354846790336406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976,8.085371825224904,-14.221765761296837,-1.021765761296835,6.534484238703165,-19.22600726156241,0.5927427384375946
56,18.0,2.0,0.22783939485747967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713,85.3693625294324,75.49463726589467,73.99463726589467,98.84944963446696,80.86178342704525,88.73678342704525
57,19.0,0.0,0.2366759261088797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747043726220037,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804,-62.544540501704574,-99.80588821013733,-82.18088821013731,-53.68088821013731,-93.69084132449971,-72.40698150901594
58,19.0,1.0,0.5354846790336406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,2.7248848820246203,7.13113488202462,10.599884882024622,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976,8.085371825224904,-14.221765761296837,-1.021765761296835,6.534484238703165,-19.22600726156241,0.5927427384375946
59,19.0,2.0,0.22783939485747967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.02482035849944,30.27482035849944,36.0,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713,85.3693625294324,75.49463726589467,73.99463726589467,98.84944963446696,80.86178342704525,88.73678342704525
60,20.0,0.0,0.17753522600032226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3991343364070534,0.0,0.0,-14.543955804724613,-7.940883214795736,-9.440883214795736,-36.74500110981812,-17.62000110981812,-20.62000110981812,-62.366317264179855,-54.866317264179855,-51.58762064881191,-102.84534783695804,-90.84534783695804,-62.544540501704574,-99.80588821013733,-82.18088821013731,-53.68088821013731,-93.69084132449971,-72.40698150901594,-106.15462893209632,-171.10854818573773,-185.20345697629955,-134.73354818573773,-201.4804842611349,-198.1054842611349
61,20.0,1.0,0.5924921517522873,,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.88125,2.4375,3.052528329601409,7.458778329601408,10.927528329601408,2.6307326637914845,9.474482663791486,17.143232663791487,-2.2824750412367023,5.461274958763298,17.3487749587633,-1.2485114578763743,8.557738542123627,12.045238542123625,-19.777128174775097,-1.1583781747750976,8.085371825224904,-14.221765761296837,-1.021765761296835,6.534484238703165,-19.22600726156241,0.5927427384375946,17.430242738437595,-7.813128711571778,-10.644378711571779,-6.913128711571778,-16.05525726069464,-6.586507260694634
62,20.0,2.0,0.22997262224739043,,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.75,15.0,22.69877505340593,30.94877505340593,35.81332200247085,16.48109218906049,34.618214570528146,59.36821457052815,23.048417099103137,30.548417099103137,53.65090499205205,54.39215649570497,124.51715649570497,83.64215649570497,69.48941074042713,72.86441074042713,85.3693625294324,75.49463726589467,73.99463726589467,98.84944963446696,80.86178342704525,88.73678342704525,153.23678342704525,149.2035083085414,133.0785083085414,146.5785083085414,119.48574068378863,91.63009031682977
