,i,type,prob,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
118,39.0,1.0,0.2942737302909153,-32.1484375,-35.3828125,-34.5765625,-28.178125,-26.4109375,-46.4609375,-47.384375,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875
119,39.0,2.0,0.23051867011329671,29.625,32.15625,52.15625,53.984375,54.640625,41.828125,27.296875,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375
120,40.0,0.0,0.46915106649055854,-154.140625,-153.71875,-144.671875,-147.953125,-168.828125,-172.578125,-186.03125,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875
121,40.0,1.0,0.2909274352323403,-35.3828125,-34.5765625,-28.178125,-26.4109375,-46.4609375,-47.384375,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125
122,40.0,2.0,0.2399214982771011,32.15625,52.15625,53.984375,54.640625,41.828125,27.296875,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125
123,41.0,0.0,0.45201538381306355,-153.71875,-144.671875,-147.953125,-168.828125,-172.578125,-186.03125,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875
124,41.0,1.0,0.2956430164796672,-34.5765625,-28.178125,-26.4109375,-46.4609375,-47.384375,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625
125,41.0,2.0,0.2523415997072693,52.15625,53.984375,54.640625,41.828125,27.296875,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625
126,42.0,0.0,0.4296334064443928,-144.671875,-147.953125,-168.828125,-172.578125,-186.03125,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375
127,42.0,1.0,0.29889977220653596,-28.178125,-26.4109375,-46.4609375,-47.384375,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375
128,42.0,2.0,0.2714668213490713,53.984375,54.640625,41.828125,27.296875,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125
129,43.0,0.0,0.42111825989418344,-147.953125,-168.828125,-172.578125,-186.03125,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0
130,43.0,1.0,0.2967369490163635,-26.4109375,-46.4609375,-47.384375,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625
131,43.0,2.0,0.2821447910894531,54.640625,41.828125,27.296875,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625
132,44.0,0.0,0.4127548741069828,-168.828125,-172.578125,-186.03125,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875
133,44.0,1.0,0.2945636967557353,-46.4609375,-47.384375,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625
134,44.0,2.0,0.29268142913728196,41.828125,27.296875,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875
135,45.0,0.0,0.4029595504629151,-172.578125,-186.03125,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125
136,45.0,1.0,0.2954239290905985,-47.384375,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625
137,45.0,2.0,0.30161652044648624,27.296875,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125
138,46.0,0.0,0.39164706516781517,-186.03125,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875
139,46.0,1.0,0.2976447929470154,-54.565625,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625
140,46.0,2.0,0.3107081418851695,9.15625,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875
141,47.0,0.0,0.3778835725587498,-175.328125,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125
142,47.0,1.0,0.30184086181192255,-48.625,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875
143,47.0,2.0,0.3202755656293276,16.109375,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625
144,48.0,0.0,0.35431344647681945,-172.1875,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125
145,48.0,1.0,0.3039355355095691,-50.415625,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625
146,48.0,2.0,0.34175101801361146,21.125,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125
147,49.0,0.0,0.3350691983645392,-175.4375,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625
148,49.0,1.0,0.3085131040611801,-55.3109375,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125
149,49.0,2.0,0.3564176975742808,0.90625,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875
150,50.0,0.0,0.3094753511661376,-190.484375,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125
151,50.0,1.0,0.3026876876119999,-58.390625,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025
152,50.0,2.0,0.38783696122186256,14.171875,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125
153,51.0,0.0,0.2961731593247751,-178.703125,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625
154,51.0,1.0,0.30067032431639684,-49.5484375,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625
155,51.0,2.0,0.403156516358828,41.390625,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375
156,52.0,0.0,0.28691409087461117,-166.78125,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125
157,52.0,1.0,0.30224244964368946,-40.059375,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875
158,52.0,2.0,0.41084345948169937,15.890625,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375,105.828125
159,53.0,0.0,0.27302442189334203,-160.625,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125,-53.765625
160,53.0,1.0,0.2916364314141405,-43.990625,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875,16.021875
161,53.0,2.0,0.43533914669251755,19.5625,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375,105.828125,87.234375
162,54.0,0.0,0.26155654590821376,-167.703125,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125,-53.765625,-72.421875
163,54.0,1.0,0.28802417400234537,-38.2671875,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875,16.021875,4.14375
164,54.0,2.0,0.4504192800894409,32.359375,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375,105.828125,87.234375,91.546875
165,55.0,0.0,0.24715089623986886,-169.1875,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125,-53.765625,-72.421875,-37.90625
166,55.0,1.0,0.28516476521232387,-34.2625,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875,16.021875,4.14375,8.846875
167,55.0,2.0,0.46768433854780717,53.5625,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375,105.828125,87.234375,91.546875,85.65625
168,56.0,0.0,0.24644797133091634,-163.578125,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125,-53.765625,-72.421875,-37.90625,-44.109375
169,56.0,1.0,0.28756021474559945,-30.9125,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875,16.021875,4.14375,8.846875,14.3671875
170,56.0,2.0,0.4659918139234842,91.046875,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375,105.828125,87.234375,91.546875,85.65625,113.953125
171,57.0,0.0,0.25772005507987794,-170.984375,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125,-53.765625,-72.421875,-37.90625,-44.109375,-34.96875
172,57.0,1.0,0.30327072867274846,-36.3828125,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875,16.021875,4.14375,8.846875,14.3671875,18.4390625
173,57.0,2.0,0.4390092162473736,80.734375,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375,105.828125,87.234375,91.546875,85.65625,113.953125,155.234375
174,58.0,0.0,0.26798847426693356,-170.015625,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125,-53.765625,-72.421875,-37.90625,-44.109375,-34.96875,-32.296875
175,58.0,1.0,0.317614808515634,-30.2953125,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875,16.021875,4.14375,8.846875,14.3671875,18.4390625,20.85
176,58.0,2.0,0.4143967172174324,111.234375,56.9375,99.171875,59.0625,57.984375,46.171875,108.375,75.65625,63.1875,38.203125,63.734375,32.796875,45.265625,48.796875,61.640625,52.265625,67.359375,43.828125,69.015625,54.953125,72.40625,60.1875,57.3125,80.046875,85.765625,95.28125,106.96875,95.53125,102.09375,105.828125,87.234375,91.546875,85.65625,113.953125,155.234375,161.015625
177,59.0,0.0,0.27384979286778716,-168.53125,-160.046875,-170.90625,-170.796875,-162.546875,-155.625,-156.59375,-158.109375,-151.28125,-149.453125,-150.859375,-147.953125,-150.890625,-138.109375,-140.296875,-135.609375,-135.46875,-124.296875,-112.109375,-118.0,-118.875,-116.78125,-108.671875,-101.828125,-74.78125,-66.65625,-53.8125,-56.90625,-47.453125,-53.765625,-72.421875,-37.90625,-44.109375,-34.96875,-32.296875,-31.65625
178,59.0,1.0,0.3208193707744193,-36.090625,-31.31875,-34.7203125,-41.8859375,-38.5203125,-22.790625,-24.33125,-30.9421875,-29.528125,-25.478125,-34.4734375,-31.046875,-31.3546875,-19.834375,-19.4484375,-14.746875,-16.228125,-17.5015625,-9.809375,-8.7390625,-8.915625,-9.625,-7.3890625,-7.5671875,5.6515625,8.0953125,17.025,17.165625,17.31875,16.021875,4.14375,8.846875,14.3671875,18.4390625,20.85,24.8234375
