,x_opt,x_sim,u0,u1,u2,u3,PV,PV_pred,PL,PL_pred
41,0.3054924190618427,0.3023427498834937,8.758115402030107e-47,2.3825328304022912,191.82876036583423,0.0,1.3333333333333337,20.844504557198533,196.8490399447355,201.2572357910546
42,0.3019081670060964,0.29915332794865185,5.647925425481924,0.0,210.6191324782585,1.153314446217893e-24,7.5,26.22940338546323,208.31524991122157,206.63858941621757
43,0.30001343545056414,0.30001343545056397,1.1067470783712762e-06,1.6004951808110775e-09,211.96207288373313,0.0,15.0,32.82835885262999,220.24083225543686,211.47392184742748
44,0.3000134356188156,0.3000134356188156,0.0,0.0,198.08239835762438,0.0,23.4375,39.60387096186528,217.5066259474981,214.80750328119203
45,0.3000134356175174,0.3000134356188156,0.0,1.7219155529623352e-41,193.10856118342528,0.0,31.499999994412065,47.76843971179544,218.18432916659057,218.533770844706
46,0.3000134356177136,0.3000134356188156,0.0,0.0,181.88870096035993,0.0,46.99999999953434,55.897065102141035,221.7870185158469,221.85942855502861
47,0.30001343562055954,0.3000134356188156,1.9718987828344392,4.984169848359498e-20,186.16774020125746,2.098262781926109e-24,54.74999999860302,64.66474713353074,228.94174801861809,224.3881773399
48,0.30031373082605495,0.30031373082605667,4.7040658897622643e-48,0.0,162.15186530447767,0.0,66.75000000279397,74.1464858053359,225.83552483149936,226.46031845022358
49,0.3003137308277815,0.30031373082605667,0.0,0.0,173.12376105202696,0.0,75.0,84.41728111797559,241.17878013744686,228.48577868097638
50,0.3003137308257225,0.30031373082605667,1.0807640434254047,0.0,165.13879670223415,1.2286512610441758e-21,93.00000000279395,95.17713307117045,249.23196567998875,230.58087848815381
51,0.30047831750019244,0.30047831750019244,0.0,0.0,146.47816131776565,0.0,108.00000000279395,106.61354166492045,249.5550303988987,231.97499758763408
52,0.30047831750199144,0.30047831750019244,3.9286087653280073e-25,0.0,120.05313081293907,0.0,132.24999996833506,119.65937499934809,246.17390782624767,233.66011955906524
53,0.3004783175019613,0.30047831750019244,4.381284062491228e-34,0.0,120.714699860149,0.0,135.74999999720603,131.50937499920838,249.546271647882,235.65197012419532
54,0.3004783175019737,0.30047831750019244,9.142782511350863,0.0,99.13400851396943,0.0,163.49999999860304,145.18437499855645,248.1891585705328,236.253387735618
55,0.3018706474680926,0.3028422184459561,6.519466192151476,1.2415454827580937e-63,92.78702103153603,0.0,162.74999999441206,157.2124999986263,242.13621125397862,237.4719254086845
