,pv_mean,pv_min,pv_max,pl_mean,pl_min,pl_max
830,102.05208333255723,9.375,257.49999997671694,265.4289847050998,115.85904298262162,405.67724581117983
840,100.83958333358169,11.25,281.25,260.84515633464076,129.41141957974216,355.54803577769894
850,95.67083333292976,4.6875,338.62500000279397,259.9777040353217,125.22544220258601,350.3157378875458
860,100.65416666818783,1.875,298.499999998603,254.47428319726563,131.2654568065296,347.83900505514697
870,102.1020833356306,3.75,339.000000001397,253.0010862159482,134.4299249000919,377.7454085440007
880,94.00416666393478,2.5,264.1249999590218,241.26413935301326,123.96999496597425,348.1010837195053
890,84.98020833202948,2.5,227.24999999860302,237.00254379110615,124.48299088911573,414.06338260048324
900,81.83489583432674,3.75,235.24999998975545,233.85514596010472,121.41847326105292,413.72702768686656
910,70.20069444630708,1.3333333333333333,232.7500000060536,224.39871681981728,109.89278026830365,424.80201763188063
920,63.374999998137355,6.5625,208.49999999860302,226.06279131512545,105.12969901969839,425.7989663018123
930,51.98282313015198,1.875,181.50000000139698,230.01354691885945,100.43884720575242,445.1816293968346
940,52.06458333320916,2.8125,237.00000000419095,223.1590911699298,105.50955984327527,423.13791568462676
950,43.50725757428848,1.640625,224.25000000279397,221.97353956678938,97.91757693657509,413.2162200117532
960,34.70728153459999,1.35,144.75000000558794,224.60507788975926,96.94687389026987,416.04851678970743
970,28.388803974834364,0.8,121.37500000884756,217.06906018118562,101.40426852656346,458.4538838704428
980,20.342935573070562,0.9353597708594363,60.0,229.40501213626172,102.97820729475757,686.7316155684623
990,14.591086238690432,0.9246586251566183,42.00000000419095,229.00443184680776,121.06212581907005,692.7576940199909
1000,10.827794175698095,0.5250000000000001,51.75000000279397,228.52076033729693,123.104114179258,700.82819179319
1010,5.94515645513519,0.37143777296006536,18.749999965075403,232.25455815707488,123.71295702898941,695.0617914373225
1020,4.385979995949609,0.3674797429156935,13.125,237.94310292074044,132.12809961492363,684.5676219593394
1030,3.059981320879437,0.3635217128713217,9.375,238.12937971073663,135.6810675647771,680.4970203746449
1040,2.6134711476332217,0.35956368282694984,11.25,228.156416063718,121.56917921404974,676.5319258663632
1050,2.2956635328919734,0.355605652782578,7.5,229.1388101111957,121.74740512554467,696.3341242697383
1060,2.051852520996251,0.35164762273820616,6.6985971035924035,230.10024328596745,123.99648384735967,692.774062832919
1070,2.025664936195022,0.34768959269383437,6.617647316076485,230.11599685979186,121.52762669154573,696.8915623656108
1080,1.9994773513937933,0.34373156264946253,6.536697528560566,217.69916825786197,124.49869105500994,684.2420171564277
1090,1.9732897665925646,0.3397735326050907,6.4557477410446475,215.38168578686307,121.06135302518318,693.068913297833
1100,1.9471021817913354,0.33581550256071885,6.374797953528729,220.6532782884967,121.02953158684493,668.0078226725263
1110,1.9209145969901062,0.331857472516347,6.293848166012809,221.81745579455225,124.49879751119526,672.2617838932917
1120,1.8947270121888768,0.32789944247197517,6.212898378496891,216.46015311640957,119.87615032730815,646.7137379689259
1130,1.8685394273876483,0.3239414124276033,6.131948590980972,211.24526875765767,108.64006922266503,653.8543001227421
1140,1.8423518425864196,0.31998338238323154,6.0509988034650535,212.82814390378164,109.27445162818545,662.9279585508546
1150,1.8161642577851904,0.31602535233885964,5.970049015949135,203.51432030677057,114.17416465065698,660.0361005675121
1160,1.7899766729839615,0.31206732229448786,5.889099228433215,197.21448007600193,115.01270599365233,645.6864994797751
1170,1.763789088182733,0.308109292250116,5.808149440917297,181.2836974790744,105.8626789439808,648.4164161318826
1180,1.737601503381504,0.3041512622057442,5.727199653401378,180.78254159644058,105.99502499304086,645.2061845259234
1190,1.7114139185802746,0.30019323216137234,5.646249865885459,177.90222037496744,106.1266011929293,650.5105389138927
1200,1.6852263337790454,0.2962352021170005,5.565300078369541,170.0546338942392,106.51617656889417,650.5558096509459
1210,1.6590387489778164,0.29227717207262865,5.484350290853621,164.7109028687745,105.53351857112006,625.9082145334403
1220,1.632851164176588,0.2883191420282568,5.403400503337703,160.6236262205105,106.65757322311399,622.6472655130093
1230,1.6066635793753588,0.28436111198388503,5.322450715821784,158.51731027026608,104.50076335941982,634.0961784430309
1240,1.58047599457413,0.2804030819395132,5.2415009283058644,156.74847199359976,98.0679385111882,594.169490709217
1250,1.5542884097729006,0.27644505189514135,5.160551140789947,143.14263742032216,104.1924649919783,264.9597027118389
1260,1.5281008249716719,0.2724870218507695,5.079601353274027,138.76662468716168,108.85386969826439,247.86228496623494
1270,1.501913240170443,0.26852899180639767,4.9986515657581085,136.95094711327084,106.15858217043298,215.67266859449774
1280,1.4757256553692137,0.2645709617620258,4.91770177824219,131.2783774967102,100.93816245139182,189.35020572767348
1290,1.449538070567985,0.260612931717654,4.83675199072627,131.4298428374908,97.3359663679793,222.23072868481017
1300,1.4233504857667563,0.2566549016732822,4.755802203210353,129.2569474931145,102.6465730389345,192.4272517078328
1310,1.3971629009655264,0.2526968716289103,4.674852415694433,127.33345697281085,98.56742935880608,188.98629633585608
1320,1.370975316164298,0.2487388415845385,4.5939026281785145,128.63411903521293,102.27258675186718,195.99263675396259
1330,1.3447877313630694,0.24478081154016668,4.512952840662596,125.29225050614473,101.65731483530776,187.07325688633347
1340,1.3186001465618398,0.24082278149579484,4.432003053146676,125.03347835797214,98.56666564941405,181.58713167207733
1350,1.2924125617606108,0.236864751451423,4.351053265630759,123.66040227459546,107.04856949552486,173.13863393422727
1360,1.2662249769593819,0.23290672140705115,4.270103478114839,122.39675428308725,99.3824905527049,178.25669805853218
1370,1.240037392158153,0.22894869136267934,4.18915369059892,121.24375482153462,102.37218432560145,181.35819041400885
1380,1.2138498073569237,0.2249906613183075,4.108203903083002,123.5360498098466,96.99510790850663,173.593808560758
1390,1.1876622225556948,0.22103263127393566,4.027254115567082,119.67752788852782,97.89700442227445,177.0360657020852
1400,1.1614746377544658,0.21707460122956382,3.946304328051164,121.54778568761591,103.39144330320107,183.005574877017
1410,1.135287052953237,0.20924507658643332,3.865354540535245,118.50520286970345,99.18212946620557,173.31479427792607
1420,1.1090994681520079,0.16821663019693678,3.7844047530193263,117.75686499511865,99.35097148962193,137.81675209317882
1430,1.0829118833507791,0.12718818380744001,3.7034549655034077,116.37379992679385,99.47655034698212,135.45621948242186
